timestamp,registro_id,hora,dia_semana,mes,es_fin_semana,turno,tipo_producto_id,tipo_producto_nombre,produccion_hl_h,temperatura_ambiente,humedad_relativa,precio_gas,eficiencia_caldera,demanda_vapor_real,demanda_vapor_reportada,es_mantenimiento,flag_sensor_error,demanda_p10,demanda_p50,demanda_p90,blackout_flag,data_quality_flag
2025-01-01 10:00:00,PLT-957610,10,2,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,513.51544,31.102976,72.26849388444987,25.047049,0.91201854,500.44028,490.07248,0,0,265.59073,278.48212,483.14297,0,ok
2025-01-01 11:00:00,PLT-841068,11,2,1,0,mañana,PRD-2F1,Solución de Alta Viscosidad,504.5985,32.926497,73.93753887590921,24.958487,0.9062491,500.37656,469.25122,0,0,270.19934,369.00168,496.87595,0,ok
2025-01-01 12:00:00,PLT-545401,12,2,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,469.95273,30.255184,76.15106088204936,24.948687,0.8942992,464.26187,503.76553,0,0,263.6371,456.20773,495.8649,0,ok
2025-01-01 13:00:00,PLT-742816,13,2,1,0,mañana,PRD-2F1,Solución de Alta Viscosidad,483.95624,30.7108,62.316311977929004,24.882593,0.8860427,484.7027,501.65375,0,0,269.95392,461.4263,496.5344,0,ok
2025-01-01 14:00:00,PLT-824122,14,2,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,509.25684,32.250591,64.98447620823124,24.940012,0.8768398,504.18658,467.4383,0,0,268.87427,463.85522,496.76227,0,ok
2025-01-01 15:00:00,PLT-504382,15,2,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,472.1859,31.270481,71.76925129836519,24.824966,0.86948514,463.79614,492.06024,0,0,271.28342,463.0845,499.46423,0,ok
2025-01-01 16:00:00,PLT-659399,16,2,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,470.04523,28.238381,65.98851545034832,24.901007,0.8710499,468.57193,511.37247,0,0,274.2312,464.38406,500.14386,0,ok
2025-01-01 17:00:00,PLT-886201,17,2,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,510.98703,27.534281,74.11595590358567,24.904907,0.8649311,500.6408,466.1446,0,0,274.25534,466.59143,497.84006,0,ok
2025-01-01 18:00:00,PLT-801500,18,2,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,498.82758,25.542045,64.19121505930705,24.886889,0.8572419,483.28607,467.42972,0,0,273.73007,470.4568,496.30093,0,ok
2025-01-01 19:00:00,PLT-733328,19,2,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,506.4761,27.288158,62.46855698208043,24.83287,0.8562035,483.95767,499.14172,0,0,276.35657,469.75583,500.3015,0,ok
2025-01-01 20:00:00,PLT-330498,20,2,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,491.30862,21.2368555,75.91499615122517,24.79588,0.85355544,473.60892,482.22882,0,0,277.04462,470.35895,498.48383,0,ok
2025-01-01 21:00:00,PLT-343979,21,2,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,479.90222,22.113445,65.53695331476321,24.922272,0.85944915,456.2154,497.1694,0,0,277.63556,469.43985,497.14938,0,ok
2025-01-01 22:00:00,PLT-198282,22,2,1,0,noche,PRD-9B4,Mezcla Térmica Industrial,223.16226,19.6161237,65.1702710148598,24.866297,0.8602075,249.08109,473.82303,0,0,267.90262,468.00754,498.7457,0,ok
2025-01-01 23:00:00,PLT-263271,23,2,1,0,noche,PRD-2F1,Solución de Alta Viscosidad,252.73708,23.680546,59.05398922183044,24.993393,0.84596205,280.78427,459.77277,0,0,271.29596,466.16837,500.92722,0,ok
2025-01-02 00:00:00,PLT-234295,0,3,1,0,noche,PRD-9B4,Mezcla Térmica Industrial,274.64188,19.238749,60.774289685854384,25.155308,0.84575814,285.11194,250.11736,0,0,272.009,463.72293,501.22025,0,ok
2025-01-02 01:00:00,PLT-420647,1,3,1,0,noche,PRD-2F1,Solución de Alta Viscosidad,274.87607,23.078046,68.65498342226228,25.134634,0.84496015,300.26202,278.00638,0,0,271.1061,464.16537,499.9079,0,ok
2025-01-02 02:00:00,PLT-292476,2,3,1,0,noche,PRD-4C2,Concentrado de Fase Líquida,271.41513,26.793138,63.73972418461936,24.997648,0.8490328,305.62265,286.4741,0,0,273.8602,462.2232,502.71576,0,ok
2025-01-02 03:00:00,PLT-232862,3,3,1,0,noche,PRD-2F1,Solución de Alta Viscosidad,265.74445,27.655549999999998,74.63442693369751,25.095278,0.84379524,302.72974,298.27344,0,0,272.47348,458.47943,501.76016,0,ok
2025-01-02 04:00:00,PLT-682037,4,3,1,0,noche,PRD-4C2,Concentrado de Fase Líquida,294.22137,21.732401,62.70551146324128,25.191488,0.84505814,311.96277,302.7299,0,0,270.03598,455.93314,497.91565,0,ok
2025-01-02 05:00:00,PLT-228655,5,3,1,0,noche,PRD-7A3,Fluido de Proceso Estándar,218.96555,27.14694,69.75025579356468,25.319584,0.8390597,260.33194,304.52863,0,0,269.66376,455.56848,499.15314,0,ok
2025-01-02 06:00:00,PLT-673822,6,3,1,0,mañana,PRD-2F1,Solución de Alta Viscosidad,484.61887,25.866274,66.51679633629162,25.315832,0.8363166,481.5591,308.01764,0,0,266.56158,456.99432,496.0189,0,ok
2025-01-02 07:00:00,PLT-414973,7,3,1,0,mañana,PRD-9B4,Mezcla Térmica Industrial,461.26468,26.752039,83.56653763572301,25.349894,0.82686037,458.91223,262.61642,0,0,264.91443,457.2233,501.5381,0,ok
2025-01-02 08:00:00,PLT-592624,8,3,1,0,mañana,PRD-9B4,Mezcla Térmica Industrial,511.0488,30.117277,74.33397411176378,25.310692,0.81585383,500.68167,484.30496,0,0,275.5914,459.4443,499.4407,0,ok
2025-01-02 09:00:00,PLT-383414,9,3,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,468.94742,33.836332,70.86234183348485,25.267557,0.8161226,481.2982,464.7171,0,0,267.59384,460.70148,504.80988,0,ok
2025-01-02 10:00:00,PLT-611339,10,3,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,500.17004,33.373661,82.87170833093589,25.29651,0.8120598,505.2773,503.0848,0,0,271.72543,466.01074,499.6346,0,ok
2025-01-02 11:00:00,PLT-850103,11,3,1,0,mañana,PRD-7A3,Fluido de Proceso Estándar,471.01324,31.243563,67.38844855829662,25.402771,0.80159575,479.75,476.6989,0,0,268.9598,463.75342,500.12668,0,ok
2025-01-02 12:00:00,PLT-261874,12,3,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,488.4053,34.254284,79.62599599528163,25.483797,0.8016603,496.44226,510.90714,0,0,270.89508,464.64886,501.65677,0,ok
2025-01-02 13:00:00,PLT-559735,13,3,1,0,mañana,ERR-736,UNKNOWN PRODUCT,477.82965,28.186429,59.677777432553135,25.490795,0.78397393,474.3011,485.34302,0,0,271.0077,465.76733,504.02853,0,referential_error
2025-01-02 14:00:00,PLT-787771,14,3,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,484.7243,30.668451,66.14722967207132,25.605791,0.7760047,481.70175,500.87778,0,0,271.08408,468.14035,504.3019,0,ok
2025-01-02 15:00:00,PLT-652578,15,3,1,0,tarde,PRD-4C2,Concentrado de Fase Líquida,491.6726,29.731966,75.36946302399309,25.491491,0.763821,490.6109,477.77817,0,0,275.42,469.73724,500.45807,0,ok
2025-01-02 16:00:00,PLT-303946,16,3,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,503.39017,30.500858,79.66205073253582,25.738966,0.76599777,495.70648,474.58264,0,0,278.82648,470.08228,500.26526,0,ok
2025-01-02 17:00:00,PLT-330521,17,3,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,482.8137,28.732655,74.27780599266129,25.633326,0.76000005,486.0097,494.8104,0,0,274.70685,472.55533,499.26105,0,ok
2025-01-02 18:00:00,PLT-524352,18,3,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,502.82724,27.561273999999997,71.29739640217228,25.631987,0.7565946,490.43918,489.51437,0,0,271.57446,474.59372,504.03983,0,ok
2025-01-02 19:00:00,PLT-527131,19,3,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,505.75668,26.200682,68.81398151154085,25.658651,0.75433266,496.51318,482.98856,0,0,273.33066,475.94565,501.71432,0,ok
2025-01-02 20:00:00,PLT-459652,20,3,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,476.65784,25.389029999999998,60.27639015911038,25.689049,0.7546039,477.00906,486.36035,0,0,274.07724,474.9893,499.21548,0,ok
2025-01-02 21:00:00,PLT-540072,21,3,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,522.70386,25.388944000000002,65.294492564023,25.792362,0.7543075,509.0165,488.72482,0,0,276.2048,475.15936,502.33984,0,ok
2025-01-02 22:00:00,PLT-722365,22,3,1,0,noche,PRD-7A3,Fluido de Proceso Estándar,264.90363,23.812751,65.55308783677586,25.714844,0.7545422,300.51825,477.8551,0,0,275.5368,473.90424,501.80463,0,ok
2025-01-02 23:00:00,PLT-178134,23,3,1,0,noche,PRD-4C2,Concentrado de Fase Líquida,241.37167,22.445884,74.3295945225529,25.751738,0.7494419,281.9228,508.8583,0,0,280.79285,473.26978,499.15106,0,ok
2025-01-03 00:00:00,PLT-553382,0,4,1,0,noche,PRD-7A3,Fluido de Proceso Estándar,262.28046,23.819694,70.87916133198264,25.823244,0.74996024,301.70047,304.50983,0,0,276.80768,473.2047,499.4478,0,ok
2025-01-03 01:00:00,PLT-780243,1,4,1,0,noche,PRD-9B4,Mezcla Térmica Industrial,270.76852,24.838815,57.886260431033655,25.94178,0.7429334,313.78278,285.32083,0,0,278.90582,472.0581,498.15924,0,ok
2025-01-03 02:00:00,PLT-541871,2,4,1,0,noche,PRD-4C2,Concentrado de Fase Líquida,261.79358,22.574018000000002,69.59935616692553,25.9185,0.7372087,300.22296,302.23416,0,0,277.31995,471.2305,502.68698,0,ok
2025-01-03 03:00:00,PLT-360134,3,4,1,0,noche,PRD-4C2,Concentrado de Fase Líquida,254.03746,24.361857,66.56004165069771,25.93533,0.72583884,297.6286,316.25574,0,0,277.6037,469.69016,499.35513,0,ok
2025-01-03 04:00:00,PLT-189194,4,4,1,0,noche,PRD-7A3,Fluido de Proceso Estándar,180.9726,27.84001,67.84238074244057,25.938578,0.7305916,234.08853,299.91006,0,0,274.30365,468.28467,497.98138,0,ok
2025-01-03 05:00:00,PLT-469369,5,4,1,0,noche,PRD-7A3,Fluido de Proceso Estándar,230.6529,24.516579999999998,73.29589339821352,26.004583,0.72197044,279.0187,297.29984,0,0,275.34235,465.20667,503.38028,0,ok
2025-01-03 06:00:00,PLT-336266,6,4,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,493.57193,31.6256,82.6358685363942,26.071148,0.7254147,510.32767,234.38254,0,0,274.68005,467.77777,501.19598,0,ok
2025-01-03 07:00:00,PLT-353194,7,4,1,0,mañana,PRD-7A3,Fluido de Proceso Estándar,460.25543,26.631982,77.36381458124076,26.043726,0.72447413,468.72092,278.59814,0,0,276.08554,468.86206,496.2015,0,ok
2025-01-03 08:00:00,PLT-583910,8,4,1,0,mañana,PRD-9B4,Mezcla Térmica Industrial,490.27728,29.825468,68.6028114958426,26.044918,0.72184813,500.98764,511.40988,0,0,275.2246,469.28,502.06516,0,ok
2025-01-03 09:00:00,PLT-781895,9,4,1,0,mañana,PRD-7A3,Fluido de Proceso Estándar,497.6947,29.65135,71.94763786518895,26.053173,0.7200739,498.52438,471.8306,0,0,281.21225,470.3494,496.7345,0,ok
2025-01-03 10:00:00,PLT-184592,10,4,1,0,mañana,PRD-9B4,Mezcla Térmica Industrial,477.7477,36.722178,82.71512284787194,25.960573,0.71114725,500.60718,494.87723,0,0,277.7838,471.02985,498.99365,0,ok
2025-01-03 11:00:00,PLT-830372,11,4,1,0,mañana,PRD-2F1,Solución de Alta Viscosidad,444.70667,31.839127,82.46630139759839,26.002508,0.7156193,467.136,496.48987,0,0,278.47867,468.39853,501.51215,0,ok
2025-01-03 12:00:00,PLT-702274,12,4,1,0,mañana,PRD-4C2,Concentrado de Fase Líquida,465.26495,32.014515,73.00623845955256,26.04041,0.7102328,483.85556,504.49127,0,0,277.32,469.39728,501.4464,0,ok
2025-01-03 13:00:00,PLT-162540,13,4,1,0,mañana,ERR-650,UNKNOWN PRODUCT,493.69553,32.104327999999995,75.03061730604574,25.948732,0.7117461,508.36536,464.5468,0,0,274.7637,472.69122,499.13388,0,referential_error
2025-01-03 14:00:00,PLT-879892,14,4,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,510.13922,32.537529,69.34105422755847,25.997383,0.70547104,513.38947,481.2756,0,0,275.0417,474.6383,498.268,0,ok
2025-01-03 15:00:00,PLT-415184,15,4,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,443.3673,30.894848,67.22930839866301,26.262695,0.7,458.94662,513.5276,0,0,277.39908,471.83774,504.40836,0,ok
2025-01-03 16:00:00,PLT-745275,16,4,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,486.6162,30.250423,79.92058642963117,26.19406,0.7064171,489.10458,509.59064,0,0,277.3643,475.17657,503.768,0,ok
2025-01-03 17:00:00,PLT-743957,17,4,1,0,tarde,PRD-2F1,Solución de Alta Viscosidad,455.65,22.251872,76.12886909386249,26.10119,0.7,456.74554,460.93594,0,0,278.55988,472.96317,500.24103,0,ok
2025-01-03 18:00:00,PLT-935369,18,4,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,486.809,28.130516,72.1118293967467,25.80888,0.7,491.2004,489.83734,0,0,278.18796,474.26355,500.6672,0,ok
2025-01-03 19:00:00,PLT-692195,19,4,1,0,tarde,PRD-9B4,Mezcla Térmica Industrial,481.85953,26.757714,77.95785709518245,25.878937,0.7,484.45877,460.79956,0,0,276.9474,474.28958,499.3229,0,ok
2025-01-03 20:00:00,PLT-820103,20,4,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,532.2078,27.593334,74.48394832664107,25.851316,0.7,523.9782,490.87573,0,0,283.0135,472.6506,501.0177,0,ok
2025-01-03 21:00:00,PLT-787606,21,4,1,0,tarde,PRD-7A3,Fluido de Proceso Estándar,474.22412,27.098784000000002,67.36808208848797,25.954655,0.7,475.78818,480.62915,0,0,278.58334,474.14633,501.26733,0,ok
2025-01-03 22:00:00,PLT-581585,22,4,1,0,noche,PRD-9B4,Mezcla Térmica Industrial,270.9759,23.310654,70.52656051854593,25.951452,0.7,309.83984,520.56085,0,0,277.0908,474.21027,502.41068,0,ok
2025-01-03 23:00:00,PLT-466264,23,4,1,0,noche,ERR-809,UNKNOWN PRODUCT,270.17914,24.819026,79.70255201994529,25.90047,0.7,317.74677,483.6666,0,0,277.31644,475.515,497.65063,0,referential_error
2025-01-04 00:00:00,PLT-403905,0,5,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,147.66133,20.984887,65.75093719628462,25.895813,0.7,214.36443,308.18646,0,0,279.13876,474.91913,501.6749,0,ok
2025-01-04 01:00:00,PLT-554377,1,5,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,151.4262,24.893079999999998,79.94694308347545,25.962566,0.7008529,225.12337,315.8435,0,0,274.9014,471.13977,503.96082,0,ok
2025-01-04 02:00:00,PLT-983860,2,5,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,150.00572,22.712946000000002,50.256081187769325,26.02561,0.7,209.51692,213.37477,0,0,272.39108,471.08514,500.0772,0,ok
2025-01-04 03:00:00,PLT-649019,3,5,1,1,noche,PRD-2F1,Solución de Alta Viscosidad,141.07486,22.283095,72.62339843534697,25.901283,0.7,197.93953,224.51416,0,0,263.89084,468.46716,498.6693,0,ok
2025-01-04 04:00:00,PLT-959617,4,5,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,140.03671,25.316847,70.56498261574058,25.967722,0.7036735,213.13725,208.66187,0,0,256.8373,465.9304,503.06708,0,ok
2025-01-04 05:00:00,PLT-689526,5,5,1,1,noche,PRD-4C2,Concentrado de Fase Líquida,145.082,29.694874,72.0553397243361,25.978945,0.7,228.257,199.05719,0,0,249.18063,470.7248,498.3197,0,ok
2025-01-04 06:00:00,PLT-786395,6,5,1,1,mañana,PRD-9B4,Mezcla Térmica Industrial,274.3391,28.550035,73.58257060744174,25.998085,0.7,325.08798,213.35385,0,0,254.96777,466.1783,497.82635,0,ok
2025-01-04 07:00:00,PLT-867682,7,5,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,281.9953,32.475096,63.45457189217743,26.040018,0.7,336.8602,226.90979,0,0,250.86795,464.80878,496.69034,0,ok
2025-01-04 08:00:00,PLT-343217,8,5,1,1,mañana,PRD-9B4,Mezcla Térmica Industrial,285.6544,29.19056,72.11427305964077,25.945856,0.7,330.19882,327.4369,0,0,255.24907,467.3981,501.66223,0,ok
2025-01-04 09:00:00,PLT-442011,9,5,1,1,mañana,PRD-7A3,Fluido de Proceso Estándar,28.994183,33.81926,80.20475070947559,25.818281,0.92,123.209435,337.80908,1,0,248.22015,465.34833,497.78708,0,ok
2025-01-04 10:00:00,PLT-565284,10,5,1,1,mañana,PRD-2F1,Solución de Alta Viscosidad,29.33242,31.21383,85.21145696220718,25.69716,0.92,118.11999,334.58035,1,0,239.04549,464.6589,496.7121,0,ok
2025-01-04 11:00:00,PLT-854521,11,5,1,1,mañana,PRD-7A3,Fluido de Proceso Estándar,285.64395,33.468311,74.09047554520336,25.79398,0.9155652,326.47778,123.59925,0,0,241.49562,466.1321,500.88727,0,ok
2025-01-04 12:00:00,PLT-835043,12,5,1,1,mañana,PRD-2F1,Solución de Alta Viscosidad,278.77097,33.621390000000005,72.31222329419057,25.889698,0.9062674,314.89862,117.968636,0,0,238.38316,464.8914,498.12283,0,ok
2025-01-04 13:00:00,PLT-409237,13,5,1,1,mañana,PRD-9B4,Mezcla Térmica Industrial,293.1067,34.340637,75.00544424855866,25.682932,0.9018573,328.63986,325.81335,0,0,239.69298,461.99228,501.91336,0,ok
2025-01-04 14:00:00,PLT-750294,14,5,1,1,tarde,PRD-7A3,Fluido de Proceso Estándar,30.04916,33.019632,83.15889384563482,25.68463,0.92,118.95686,315.3557,1,0,236.88664,457.93588,501.7377,0,ok
2025-01-04 15:00:00,PLT-757319,15,5,1,1,tarde,PRD-9B4,Mezcla Térmica Industrial,285.16968,30.24519,76.71588389555347,25.642204,0.91572875,323.43686,329.84598,0,0,233.39604,458.3521,500.72552,0,ok
2025-01-04 16:00:00,PLT-100740,16,5,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,279.20856,32.448639,73.07263253504767,25.559467,0.90810376,322.8723,118.95442,0,0,234.58014,459.57626,498.746,0,ok
2025-01-04 17:00:00,PLT-441478,17,5,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,285.6448,32.945433,80.43048728083976,25.677212,0.90148044,322.87555,322.01135,0,0,230.41374,457.3341,502.38702,0,ok
2025-01-04 18:00:00,PLT-981522,18,5,1,1,tarde,PRD-2F1,Solución de Alta Viscosidad,288.8212,27.020417000000002,72.2048703004203,25.81631,0.89373285,306.90854,324.8956,0,0,231.76842,457.65738,497.2798,0,ok
2025-01-04 19:00:00,PLT-256386,19,5,1,1,tarde,PRD-2F1,Solución de Alta Viscosidad,304.7408,23.223464999999997,74.46260350019557,25.840445,0.87786174,328.87244,324.2738,0,0,236.06828,456.97504,503.13474,0,ok
2025-01-04 20:00:00,PLT-928611,20,5,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,299.32538,26.686664,66.6108391657082,25.7922,0.878107,330.97882,306.96576,0,0,236.2292,456.47568,499.99313,0,ok
2025-01-04 21:00:00,PLT-623184,21,5,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,290.96063,23.990129,66.59648487214176,25.759865,0.87969065,313.20654,331.07068,0,0,236.32336,457.72058,500.30594,0,ok
2025-01-04 22:00:00,PLT-401566,22,5,1,1,noche,PRD-2F1,Solución de Alta Viscosidad,172.80829,23.595692,65.80588364288862,25.662094,0.8665411,215.98874,330.72607,0,0,231.22218,455.93896,501.35834,0,ok
2025-01-04 23:00:00,PLT-280757,23,5,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,149.58261,24.470751,59.52746253029139,25.628525,0.8682486,199.65881,313.24463,0,0,222.78694,394.97574,503.47513,0,ok
2025-01-05 00:00:00,PLT-610895,0,6,1,1,noche,PRD-9B4,Mezcla Térmica Industrial,166.96533,22.446863,69.2969440370637,25.556885,0.86591476,215.86406,217.35278,0,0,222.16666,338.28586,501.21744,0,ok
2025-01-05 01:00:00,PLT-119577,1,6,1,1,noche,PRD-4C2,Concentrado de Fase Líquida,164.65515,22.992314999999998,69.5688303319918,25.688574,0.8560744,213.79938,201.25789,0,0,213.87175,333.9274,499.46347,0,ok
2025-01-05 02:00:00,PLT-771790,2,6,1,1,noche,PRD-4C2,Concentrado de Fase Líquida,163.80771,23.829282,68.64901849872045,25.530407,0.8507479,210.33652,217.27438,0,0,217.2092,330.7179,501.87396,0,ok
2025-01-05 03:00:00,PLT-205991,3,6,1,1,noche,PRD-2F1,Solución de Alta Viscosidad,153.85394,27.763621999999998,70.69759331429755,25.615017,0.8429662,223.93283,212.16473,0,0,215.94974,330.4438,503.15698,0,ok
2025-01-05 04:00:00,PLT-860401,4,6,1,1,noche,PRD-4C2,Concentrado de Fase Líquida,151.40108,25.919787,61.18434252516549,25.537537,0.843368,199.59662,211.12708,0,0,215.60155,329.5302,502.91534,0,ok
2025-01-05 05:00:00,PLT-466271,5,6,1,1,noche,PRD-4C2,Concentrado de Fase Líquida,150.06183,24.594206,66.5394288259323,25.603762,0.8345632,201.14153,224.03026,0,0,217.01242,332.61765,501.00208,0,ok
2025-01-05 06:00:00,PLT-595183,6,6,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,298.20187,25.967891,68.32372894773935,25.595675,0.841005,322.0538,200.37872,0,0,212.34596,327.35083,501.0473,0,ok
2025-01-05 07:00:00,PLT-371480,7,6,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,278.5282,29.932203,68.9457365894685,25.681826,0.8425927,317.55792,204.80948,0,0,211.68141,329.17706,501.4037,0,ok
2025-01-05 08:00:00,PLT-557706,8,6,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,284.84454,28.600792,71.95570830323634,25.56489,0.832255,325.81683,321.37585,0,0,216.82155,328.8801,502.44742,0,ok
2025-01-05 09:00:00,PLT-178900,9,6,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,308.00357,28.770575,75.85188226166329,25.513113,0.8362858,342.87552,317.62787,0,0,218.00325,329.68726,500.14948,0,ok
2025-01-05 10:00:00,PLT-269587,10,6,1,1,mañana,PRD-7A3,Fluido de Proceso Estándar,295.48065,33.960848,90.44940119527004,25.486895,0.83575356,339.76593,323.98343,0,0,217.09377,328.4624,500.84833,0,ok
2025-01-05 11:00:00,PLT-344684,11,6,1,1,mañana,PRD-9B4,Mezcla Térmica Industrial,299.44934,34.558273,79.68000341461533,25.498104,0.8308217,337.22183,342.21802,0,0,208.84251,330.95877,500.76382,0,ok
2025-01-05 12:00:00,PLT-381664,12,6,1,1,mañana,PRD-7A3,Fluido de Proceso Estándar,273.34616,32.623374999999996,78.44160162364885,25.507849,0.8300463,323.93704,337.4644,0,0,215.62831,328.4914,497.20886,0,ok
2025-01-05 13:00:00,PLT-416842,13,6,1,1,mañana,PRD-4C2,Concentrado de Fase Líquida,282.81543,33.776596,77.31085202388991,25.409773,0.8305194,323.33267,333.60345,0,0,212.17986,328.19464,498.99826,0,ok
2025-01-05 14:00:00,PLT-610091,14,6,1,1,tarde,PRD-2F1,Solución de Alta Viscosidad,295.00598,33.06602,64.4554466782281,25.287424,0.82257515,335.91248,317.60196,0,0,216.39673,328.96915,502.676,0,ok
2025-01-05 15:00:00,PLT-600825,15,6,1,1,tarde,PRD-7A3,Fluido de Proceso Estándar,290.5023,33.100021,77.0029583418354,25.267298,0.8226371,334.00427,321.08438,0,0,213.9433,329.92905,504.84552,0,ok
2025-01-05 16:00:00,PLT-915851,16,6,1,1,tarde,PRD-7A3,Fluido de Proceso Estándar,276.29578,32.069147,76.62452564686951,25.266281,0.8163603,317.38504,333.80807,0,0,213.90782,330.10422,500.56668,0,ok
2025-01-05 17:00:00,PLT-815937,17,6,1,1,tarde,PRD-7A3,Fluido de Proceso Estándar,300.11707,24.442166,85.47411592965005,25.241077,0.8163498,321.0915,333.80783,0,0,213.93376,327.3052,500.13007,0,ok
2025-01-05 18:00:00,PLT-458636,18,6,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,303.92914,27.87865,71.08314147006331,25.083588,0.811586,339.94235,315.67352,0,0,213.62466,329.90067,499.1642,0,ok
2025-01-05 19:00:00,PLT-414960,19,6,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,287.5758,28.101361,74.55575007363842,25.08702,0.80249137,330.8404,324.40674,0,0,212.26909,330.63348,495.01724,0,ok
2025-01-05 20:00:00,PLT-441920,20,6,1,1,tarde,PRD-4C2,Concentrado de Fase Líquida,300.54877,25.038733999999998,69.50273802357493,25.135916,0.80163,327.51953,340.71317,0,0,214.41653,329.68692,503.83585,0,ok
